Accession	ID	Name	TFs	EnsemblID
M05728	ZFP260_01	Zfp260	ZNF260	ENSG00000254004
M05729	ZNF776_01	ZNF776	ZNF776	ENSG00000152443
M05730	ZNF630_01	ZNF630	ZNF630	ENSG00000221994
M05731	ZNF660_01	ZNF660	ZNF660	ENSG00000144792
M05732	ZIK1_01	ZIK1	ZIK1	ENSG00000171649
M05733	ZFP697_01	Zfp697	ZNF697	ENSG00000143067
M05734	ZNF697_01	ZNF697	ZNF697	ENSG00000143067
M05735	ZNF390_01	ZNF390	ZSCAN23	ENSG00000187987
M05736	ZFP710_01	Zfp710	ZNF710	ENSG00000140548
M05737	ZNF699_01	ZNF699	ZNF699	ENSG00000196110
M05738	ZNF470_01	ZNF470	ZNF470	ENSG00000197016
M05739	ZFP664_01	Zfp664	ZNF664	ENSG00000179195
M05740	ZNF667_02	ZNF667	ZNF667	ENSG00000198046
M05741	ZNF718_01	ZNF718	ZNF718	ENSG00000250312
M05742	ZNF57_01	ZNF57	ZFP57;ZNF57	ENSG00000204644;ENSG00000171970
M05743	ZNF57_02	ZNF57	ZFP57;ZNF57	ENSG00000204644;ENSG00000171970
M05744	ZXDL_01	ZXDL	ZXDC	ENSG00000070476
M05745	ZNF718_02	ZNF718	ZNF718	ENSG00000250312
M05746	ZFP710_02	Zfp710	ZNF710	ENSG00000140548
M05747	ZFP697_02	Zfp697	ZNF697	ENSG00000143067
M05748	ZNF697_02	ZNF697	ZNF697	ENSG00000143067
M05749	ZNF470_02	ZNF470	ZNF470	ENSG00000197016
M05751	ZNF141_03	ZNF141	ZNF141	ENSG00000131127
M05752	ZNF57_03	ZNF57	ZFP57;ZNF57	ENSG00000204644;ENSG00000171970
M05753	ZNF630_02	ZNF630	ZNF630	ENSG00000221994
M05754	ZNF324B_01	ZNF324B	ZNF324B	ENSG00000249471
M05755	ZNF718_03	ZNF718	ZNF718	ENSG00000250312
M05756	ZNF470_03	ZNF470	ZNF470	ENSG00000197016
M05757	ZNF648_01	ZNF648	ZNF648	ENSG00000179930
M05758	ZNF699_02	ZNF699	ZNF699	ENSG00000196110
M05759	ZNF544_01	ZNF544	ZNF544	ENSG00000198131
M05760	ZNF648_02	ZNF648	ZNF648	ENSG00000179930
M05761	ZNF311_01	ZNF311	ZNF311	ENSG00000197935
M05762	ZNF774_01	ZNF774	ZNF774	ENSG00000196391
M05763	ZFP260_02	Zfp260	ZNF260	ENSG00000254004
M05764	ZNF394_01	ZNF394	ZNF394	ENSG00000160908
M05765	ZNF684_01	ZNF684	ZNF684	ENSG00000117010
M05766	ZNF667_03	ZNF667	ZNF667	ENSG00000198046
M05768	ZNF544_02	ZNF544	ZNF544	ENSG00000198131
M05769	ZFP553_01	Zfp553	ZNF48	ENSG00000180035
M05771	ZFP553_02	Zfp553	ZNF48	ENSG00000180035
M05772	ZNF792_02	ZNF792	ZNF792	ENSG00000180884
M05773	ZFP697_03	Zfp697	ZNF697	ENSG00000143067
M05774	ZNF697_03	ZNF697	ZNF697	ENSG00000143067
M05775	ZXDL_02	ZXDL	ZXDC	ENSG00000070476
M05776	ZNF394_02	ZNF394	ZNF394	ENSG00000160908
M05777	ZNF774_02	ZNF774	ZNF774	ENSG00000196391
M05778	ZNF311_02	ZNF311	ZNF311	ENSG00000197935
M05779	ZNF674_02	ZNF674	ZNF674	ENSG00000251192
M05780	ZNF774_03	ZNF774	ZNF774	ENSG00000196391
M05781	ZNF699_03	ZNF699	ZNF699	ENSG00000196110
M05782	ZNF324B_02	ZNF324B	ZNF324B	ENSG00000249471
M05783	ZNF667_04	ZNF667	ZNF667	ENSG00000198046
M05784	ZNF699_04	ZNF699	ZNF699	ENSG00000196110
M05785	ZFP553_03	Zfp553	ZNF48	ENSG00000180035
M05786	ZNF605_01	ZNF605	ZNF605	ENSG00000196458
M05787	ZNF546_01	ZNF546	ZNF546	ENSG00000187187
M05788	ZFP74_01	Zfp74	ZNF74	ENSG00000185252
M05789	ZFP775_01	Zfp775	ZNF775	ENSG00000196456
M05790	ZFP775_02	Zfp775	ZNF775	ENSG00000196456
M05791	ZNF517_01	ZNF517	ZNF517	ENSG00000197363
M05792	ZFP2_01	ZFP2	ZFP2;ZNF2	ENSG00000198939;ENSG00000275111
M05793	ZBTB24_02	Zbtb24	ZBTB24	ENSG00000112365
M05794	ZNF621_01	ZNF621	ZNF621	ENSG00000172888
M05795	ZNF574_02	ZNF574	ZNF574	ENSG00000105732
M05796	ZFP574_01	Zfp574	ZNF574	ENSG00000105732
M05797	ZNF613_01	ZNF613	ZNF613	ENSG00000176024
M05798	ZNF517_02	ZNF517	ZNF517	ENSG00000197363
M05799	ZNF605_02	ZNF605	ZNF605	ENSG00000196458
M05800	ZNF605_03	ZNF605	ZNF605	ENSG00000196458
M05801	ZFP74_02	Zfp74	ZNF74	ENSG00000185252
M05802	ZIK1_02	Zik1	ZIK1	ENSG00000171649
M05803	ZNF584_01	ZNF584	ZNF584	ENSG00000171574
M05804	ZBTB41_04	Zbtb41	ZBTB41	ENSG00000177888
M05805	ZNF546_02	ZNF546	ZNF546	ENSG00000187187
M05806	ZNF529_01	ZNF529	ZNF529	ENSG00000186020
M05807	ZEC_02	Zec	ZNF628	ENSG00000197483
M05808	ZNF574_03	ZNF574	ZNF574	ENSG00000105732
M05809	ZFP574_02	Zfp574	ZNF574	ENSG00000105732
M05810	ZNF529_02	ZNF529	ZNF529	ENSG00000186020
M05811	ZFP184_01	Zfp184	ZNF184	ENSG00000096654
M05812	ZNF880_01	ZNF880	ZNF880	ENSG00000221923
M05813	ZNF690_01	ZNF690	ZSCAN29	ENSG00000140265
M05814	ZNF605_04	ZNF605	ZNF605	ENSG00000196458
M05815	ZNF613_02	ZNF613	ZNF613	ENSG00000176024
M05816	ZFP184_02	Zfp184	ZNF184	ENSG00000096654
M05817	ZNF546_03	ZNF546	ZNF546	ENSG00000187187
M05818	ZNF627_01	ZNF627	ZNF627	ENSG00000198551
M05819	ZBTB41_05	Zbtb41	ZBTB41	ENSG00000177888
M05820	ZFP2_02	ZFP2	ZFP2;ZNF2	ENSG00000198939;ENSG00000275111
M05821	ZNF880_02	ZNF880	ZNF880	ENSG00000221923
M05822	ZNF546_04	ZNF546	ZNF546	ENSG00000187187
M05823	ZNF554_01	ZNF554	ZNF554	ENSG00000172006
M05824	ZBTB49_02	ZBTB49	ZBTB49	ENSG00000168826
M05825	ZNF572_01	ZNF572	ZNF572	ENSG00000180938
M05826	ZNF66_01	ZNF66	ZNF66	ENSG00000275050
M05827	ZNF544_03	ZNF544	ZNF544	ENSG00000198131
M05828	ZFP775_03	Zfp775	ZNF775	ENSG00000196456
M05829	ZNF627_02	ZNF627	ZNF627	ENSG00000198551
M05830	ZNF66_02	ZNF66	ZNF66	ENSG00000275050
M05831	ZNF880_03	ZNF880	ZNF880	ENSG00000221923
M05832	ZNF620_01	ZNF620	ZNF620	ENSG00000177842
M05833	ZNF572_02	ZNF572	ZNF572	ENSG00000180938
M05834	ZFP184_03	Zfp184	ZNF184	ENSG00000096654
M05835	ZEC_03	Zec	ZNF628	ENSG00000197483
M05836	ZNF572_03	ZNF572	ZNF572	ENSG00000180938
M05837	ZFP2_03	ZFP2	ZFP2;ZNF2	ENSG00000198939;ENSG00000275111
M05838	ZNF550_01	ZNF550	ZNF550	ENSG00000251369
M05839	ZBTB24_03	Zbtb24	ZBTB24	ENSG00000112365
M05840	APA1_02	APA1	ZNF410	ENSG00000119725
M05841	ZFP74_03	Zfp74	ZNF74	ENSG00000185252
M05842	ZBTB41_06	Zbtb41	ZBTB41	ENSG00000177888
M05843	ZFP184_04	Zfp184	ZNF184	ENSG00000096654
M05844	ZEC_04	Zec	ZNF628	ENSG00000197483
M05845	ZNF690_02	ZNF690	ZSCAN29	ENSG00000140265
M05846	ZNF689_02	ZNF689	ZNF689	ENSG00000156853
M05847	ZNF837_01	ZNF837	ZNF837	ENSG00000152475
M05848	ZNF615_01	ZNF615	ZNF615	ENSG00000197619
M05849	ZNF248_01	ZNF248	ZNF248	ENSG00000198105
M05850	ZFP768_01	Zfp768	ZNF768	ENSG00000169957
M05851	ZFP768_02	Zfp768	ZNF768	ENSG00000169957
M05852	ZNF689_03	ZNF689	ZNF689	ENSG00000156853
M05853	ZNF548_01	ZNF548	ZNF548	ENSG00000188785
M05854	ZNF619_01	ZNF619	ZNF619	ENSG00000177873
M05855	ZNF312_01	ZNF312	FEZF2	ENSG00000153266
M05856	ZNF565_01	ZNF565	ZNF565	ENSG00000196357
M05857	ZNF710_01	ZNF710	ZNF710	ENSG00000140548
M05858	ZNF625_01	ZNF625	ZNF625	ENSG00000257591
M05859	ZFP41_02	ZFP41	ZFP41;ZNF41	ENSG00000181638;ENSG00000147124
M05860	ZNF548_02	ZNF548	ZNF548	ENSG00000188785
M05861	ZNF248_02	ZNF248	ZNF248	ENSG00000198105
M05862	ZNF615_02	ZNF615	ZNF615	ENSG00000197619
M05863	ZNF491_01	ZNF491	ZNF491	ENSG00000177599
M05864	ZNF615_03	ZNF615	ZNF615	ENSG00000197619
M05865	ZNF709_01	ZNF709	ZNF709	ENSG00000242852
M05866	ZNF491_02	ZNF491	ZNF491	ENSG00000177599
M05867	ZNF100_01	ZNF100	ZNF100;ZNF473	ENSG00000197020;ENSG00000142528
M05868	ZNF491_03	ZNF491	ZNF491	ENSG00000177599
M05869	ZNF454_01	ZNF454	ZNF454	ENSG00000178187
M05870	ZNF625_02	ZNF625	ZNF625	ENSG00000257591
M05871	ZNF565_02	ZNF565	ZNF565	ENSG00000196357
M05872	VIK_01	VIK	ZNF655	ENSG00000197343
M05873	ZNF710_02	ZNF710	ZNF710	ENSG00000140548
M05874	ZNF564_01	ZNF564	ZNF564	ENSG00000249709
M05875	ZNF526_01	ZNF526	ZNF526	ENSG00000167625
M05876	ZNF526_02	ZNF526	ZNF526	ENSG00000167625
M05877	EZI_02	EZI	ZNF467	ENSG00000181444
M05878	ZNF100_02	ZNF100	ZNF100;ZNF473	ENSG00000197020;ENSG00000142528
M05879	ZNF713_02	ZNF713	ZNF713	ENSG00000178665
M05880	ZNF676_01	ZNF676	ZNF676	ENSG00000196109
M05881	ZNF676_02	ZNF676	ZNF676	ENSG00000196109
M05882	ZNF709_02	ZNF709	ZNF709	ENSG00000242852
M05883	ZNF709_03	ZNF709	ZNF709	ENSG00000242852
M05884	ZNF439_01	znf439	ZNF439	ENSG00000171291
M05885	ZNF709_04	ZNF709	ZNF709	ENSG00000242852
M05886	ZNF619_02	ZNF619	ZNF619	ENSG00000177873
M05887	ZNF837_02	ZNF837	ZNF837	ENSG00000152475
M05888	EZI_03	EZI	ZNF467	ENSG00000181444
M05889	ZNF676_03	ZNF676	ZNF676	ENSG00000196109
M05890	NRIF_01	NRIF	ZNF274	ENSG00000171606
M05891	VIK_02	VIK	ZNF655	ENSG00000197343
M05892	ZFP768_03	Zfp768	ZNF768	ENSG00000169957
M05893	ZNF676_04	ZNF676	ZNF676	ENSG00000196109
M05894	ZNF565_03	ZNF565	ZNF565	ENSG00000196357
M05895	ZNF454_02	ZNF454	ZNF454	ENSG00000178187
M05896	ZNF713_03	ZNF713	ZNF713	ENSG00000178665
M05897	ZNF561_01	ZNF561	ZNF561	ENSG00000171469
M05898	ZSCAN4_06	ZSCAN4	ZSCAN4	ENSG00000180532
M05899	ZNF454_03	ZNF454	ZNF454	ENSG00000178187
M05900	ZNF439_02	znf439	ZNF439	ENSG00000171291
M05901	ZNF561_02	ZNF561	ZNF561	ENSG00000171469
M05902	ZNF100_03	ZNF100	ZNF100;ZNF473	ENSG00000197020;ENSG00000142528
M05903	ZFP191_01	Zfp191	ZNF24	ENSG00000172466
M05904	ZNF564_02	ZNF564	ZNF564	ENSG00000249709
M05905	ZNF649_01	ZNF649	ZNF649	ENSG00000198093
M05906	ZNF323_01	ZNF323	ZSCAN31	ENSG00000235109
M05907	FLJ20557_01	FLJ20557	ZNF416	ENSG00000083817
M05908	ZFP319_01	Zfp319	ZNF319	ENSG00000166188
M05909	ZFP319_02	Zfp319	ZNF319	ENSG00000166188
M05910	ZNF335_01	ZNF335	ZNF335	ENSG00000198026
M05911	ZNF300_01	ZNF300	ZNF300	ENSG00000145908
M05912	FLJ20557_02	FLJ20557	ZNF416	ENSG00000083817
M05913	ZIM3_01	ZIM3	ZIM3	ENSG00000141946
M05914	ZIM3_02	ZIM3	ZIM3	ENSG00000141946
M05915	ZBTB20_01	ZBTB20	ZBTB20	ENSG00000181722
M05916	ZNF407_01	ZNF407	ZNF407	ENSG00000215421
M05917	ZNF768_01	ZNF768	ZNF768	ENSG00000169957
M05918	ZNF382_01	ZNF382	ZNF382	ENSG00000161298
M05919	ZIM3_03	ZIM3	ZIM3	ENSG00000141946
M05920	ZNF556_01	ZNF556	ZNF556	ENSG00000172000
M05921	ZFP14_01	ZFP14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M05922	ZNF768_02	ZNF768	ZNF768	ENSG00000169957
M05923	SCRT1_02	Scrt1	SCRT1	ENSG00000261678
M05924	ZNF408_01	Znf408	ZNF408	ENSG00000175213
M05925	ZNF496_01	ZNF496	ZNF496	ENSG00000162714
M05926	ZNF700_01	ZNF700	ZNF700	ENSG00000196757
M05927	ZNF408_02	Znf408	ZNF408	ENSG00000175213
M05928	ZNF300_02	ZNF300	ZNF300	ENSG00000145908
M05929	ZFP319_03	Zfp319	ZNF319	ENSG00000166188
M05930	ZNF286_01	ZNF286	ZNF286A	ENSG00000187607
M05931	ZNF556_02	ZNF556	ZNF556	ENSG00000172000
M05932	ZNF714_01	ZNF714	ZNF714	ENSG00000160352
M05933	ZNF552_01	ZNF552	ZNF552	ENSG00000178935
M05934	ZFP64_01	zfp64	ZFP64;ZKSCAN7	ENSG00000020256;ENSG00000196345
M05935	ZNF382_02	ZNF382	ZNF382	ENSG00000161298
M05936	ZFP672_01	Zfp672	ZNF672	ENSG00000171161
M05937	ZNF582_01	ZNF582	ZNF582	ENSG00000018869
M05938	ZNF714_02	ZNF714	ZNF714	ENSG00000160352
M05939	ZNF471_01	znf471	ZNF471	ENSG00000196263
M05940	ZNF335_02	ZNF335	ZNF335	ENSG00000198026
M05941	ZNF471_02	znf471	ZNF471	ENSG00000196263
M05942	ZNF700_02	ZNF700	ZNF700	ENSG00000196757
M05943	ZNF700_03	ZNF700	ZNF700	ENSG00000196757
M05944	ZNF552_02	ZNF552	ZNF552	ENSG00000178935
M05945	ZNF300_03	ZNF300	ZNF300	ENSG00000145908
M05946	PRDM16_01	PRDM16	PRDM16	ENSG00000142611
M05947	ZNF768_03	ZNF768	ZNF768	ENSG00000169957
M05948	ZNF582_02	ZNF582	ZNF582	ENSG00000018869
M05949	ZNF714_03	ZNF714	ZNF714	ENSG00000160352
M05950	ZNF700_04	ZNF700	ZNF700	ENSG00000196757
M05951	ZFP672_02	Zfp672	ZNF672	ENSG00000171161
M05952	ZFP672_03	Zfp672	ZNF672	ENSG00000171161
M05953	CTIP2_01	CTIP-2	BCL11B	ENSG00000127152
M05954	ZNF553_01	ZNF553	ZNF48	ENSG00000180035
M05955	ZNF553_02	ZNF553	ZNF48	ENSG00000180035
M05956	CTIP2_02	CTIP-2	BCL11B	ENSG00000127152
M05957	ZNF306_01	ZNF306	ZKSCAN3	ENSG00000189298
M05958	ZNF286_02	ZNF286	ZNF286A	ENSG00000187607
M05959	ZFP64_02	zfp64	ZFP64;ZKSCAN7	ENSG00000020256;ENSG00000196345
M05960	ZNF471_03	znf471	ZNF471	ENSG00000196263
M05961	ZNF407_02	ZNF407	ZNF407	ENSG00000215421
M05962	PRDM16_02	PRDM16	PRDM16	ENSG00000142611
M05963	ZNF286_03	ZNF286	ZNF286A	ENSG00000187607
M05964	ZNF553_03	ZNF553	ZNF48	ENSG00000180035
M05965	ZNF175_01	ZNF175	ZNF175	ENSG00000105497
M05966	ZFP14_02	ZFP14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M05967	ZFP30_01	ZFP30	ZFP30;ZNF30	ENSG00000120784;ENSG00000168661
M05968	ZNF316_01	ZNF316	ZNF316	ENSG00000205903
M05969	ZFP30_02	ZFP30	ZFP30;ZNF30	ENSG00000120784;ENSG00000168661
M05970	ZIPRO1_04	Zipro1	ZSCAN21	ENSG00000166529
M05971	ZNF860_01	ZNF860	ZNF860	ENSG00000197385
M05972	ZNF701_01	ZNF701	ZNF701	ENSG00000167562
M05973	ZNF175_02	ZNF175	ZNF175	ENSG00000105497
M05974	ZNF701_02	ZNF701	ZNF701	ENSG00000167562
M05975	SC1_01	SC-1	TCF19	ENSG00000137310
M05976	ZNF223_01	ZNF223	ZNF223	ENSG00000178386
M05977	ZNF257_01	ZNF257	ZNF257	ENSG00000197134
M05978	ZNF230_01	ZNF230	ZNF230	ENSG00000159882
M05979	ZNF223_02	ZNF223	ZNF223	ENSG00000178386
M05980	ZFP64_03	zfp64	ZFP64;ZKSCAN7	ENSG00000020256;ENSG00000196345
M05981	ZNF233_01	ZNF233	ZNF233	ENSG00000159915
M05982	ZFP14_03	ZFP14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M05983	ZFP30_03	ZFP30	ZFP30;ZNF30	ENSG00000120784;ENSG00000168661
M05984	ZNF586_01	ZNF586	ZNF586	ENSG00000083828
M05985	ZFP99_01	Zfp99	ZNF99	ENSG00000213973
M05986	ZFP99_02	Zfp99	ZNF99	ENSG00000213973
M05987	ZNF180_01	ZNF180	ZNF180	ENSG00000167384
M05988	ZNF860_02	ZNF860	ZNF860	ENSG00000197385
M05989	ZNF275_01	ZNF275	ZNF275	ENSG00000063587
M05990	ZNF69_01	ZNF69	ZFP69;ZNF69	ENSG00000187815;ENSG00000198429
M05991	ZFP64_04	zfp64	ZFP64;ZKSCAN7	ENSG00000020256;ENSG00000196345
M05992	ZIPRO1_05	Zipro1	ZSCAN21	ENSG00000166529
M05993	ZNF711_01	ZNF711	ZNF711	ENSG00000147180
M05994	ZNF230_02	ZNF230	ZNF230	ENSG00000159882
M05995	ZNF180_02	ZNF180	ZNF180	ENSG00000167384
M05996	ZNF180_03	ZNF180	ZNF180	ENSG00000167384
M05997	ZFP64_05	zfp64	ZFP64;ZKSCAN7	ENSG00000020256;ENSG00000196345
M05998	ZFP64_06	zfp64	ZFP64;ZKSCAN7	ENSG00000020256;ENSG00000196345
M05999	ZNF711_02	ZNF711	ZNF711	ENSG00000147180
M06000	ZNF233_02	ZNF233	ZNF233	ENSG00000159915
M06001	ZNF316_02	ZNF316	ZNF316	ENSG00000205903
M06002	ZNF257_02	ZNF257	ZNF257	ENSG00000197134
M06003	ZNF257_03	ZNF257	ZNF257	ENSG00000197134
M06004	ZNF175_03	ZNF175	ZNF175	ENSG00000105497
M06005	ZSCAN11_01	ZSCAN11	ZNF232	ENSG00000167840
M06006	ZNF69_02	ZNF69	ZFP69;ZNF69	ENSG00000187815;ENSG00000198429
M06007	ZNF69_03	ZNF69	ZFP69;ZNF69	ENSG00000187815;ENSG00000198429
M06008	ZBTB40_01	ZBTB40	ZBTB40	ENSG00000184677
M06009	ZNF175_04	ZNF175	ZNF175	ENSG00000105497
M06010	ZNF701_03	ZNF701	ZNF701	ENSG00000167562
M06011	ZNF275_02	ZNF275	ZNF275	ENSG00000063587
M06012	ZNF586_02	ZNF586	ZNF586	ENSG00000083828
M06013	ZNF643_01	ZNF643	ZFP69B	ENSG00000187801
M06014	ZNF643_02	ZNF643	ZFP69B	ENSG00000187801
M06015	ZNF729_01	ZNF729	ZNF729	ENSG00000196350
M06016	ZNF729_02	ZNF729	ZNF729	ENSG00000196350
M06017	ZNF586_03	ZNF586	ZNF586	ENSG00000083828
M06018	ZNF233_03	ZNF233	ZNF233	ENSG00000159915
M06019	ZNF98_01	ZNF98	MZF1;ZNF98	ENSG00000099326;ENSG00000197360
M06020	ZBTB40_02	ZBTB40	ZBTB40	ENSG00000184677
M06021	ZNF98_02	ZNF98	MZF1;ZNF98	ENSG00000099326;ENSG00000197360
M06022	ZNF729_03	ZNF729	ZNF729	ENSG00000196350
M06023	ZNF434_01	znf434	ZSCAN32	ENSG00000140987
M06024	ZIPRO1_06	Zipro1	ZSCAN21	ENSG00000166529
M06025	ZNF195_01	ZNF195	ZNF195	ENSG00000005801
M06026	ZNF814_01	ZNF814	ZNF814	ENSG00000204514
M06027	ZNF891_01	ZNF891	ZNF891	ENSG00000214029
M06028	ZNF749_01	ZNF749	ZNF749	ENSG00000186230
M06029	ZNF197_01	ZNF197	ZNF197	ENSG00000186448
M06030	ZNF729_04	ZNF729	ZNF729	ENSG00000196350
M06031	TCF17_03	TCF17	ZNF354A	ENSG00000169131
M06032	ZNF727_01	ZNF727	ZNF727	ENSG00000214652
M06033	ZNF878_01	ZNF878	ZNF878	ENSG00000257446
M06034	ZNF729_05	ZNF729	ZNF729	ENSG00000196350
M06035	ZNF749_02	ZNF749	ZNF749	ENSG00000186230
M06036	ZNF264_01	ZNF264	ZNF264	ENSG00000083844
M06037	ZNF197_02	ZNF197	ZNF197	ENSG00000186448
M06038	TCF17_04	TCF17	ZNF354A	ENSG00000169131
M06039	ZNF878_02	ZNF878	ZNF878	ENSG00000257446
M06040	ZNF705F_01	ZNF705F	ZNF705F	NA
M06041	ZNF276_01	ZNF276	ZNF276	ENSG00000158805
M06042	ZNF208_01	ZNF208	ZNF208	ENSG00000160321
M06043	ZNF208_02	ZNF208	ZNF208	ENSG00000160321
M06044	ZNF208_03	ZNF208	ZNF208	ENSG00000160321
M06045	ZNF729_06	ZNF729	ZNF729	ENSG00000196350
M06046	ZNF195_02	ZNF195	ZNF195	ENSG00000005801
M06047	ZNF276_02	ZNF276	ZNF276	ENSG00000158805
M06048	ZNF208_04	ZNF208	ZNF208	ENSG00000160321
M06049	ZNF208_05	ZNF208	ZNF208	ENSG00000160321
M06050	ZNF732_01	ZNF732	ZNF732	ENSG00000186777
M06051	ZNF208_06	ZNF208	ZNF208	ENSG00000160321
M06052	ZNF729_07	ZNF729	ZNF729	ENSG00000196350
M06053	ZNF99_01	ZNF99	ZNF99	ENSG00000213973
M06054	ZNF99_02	ZNF99	ZNF99	ENSG00000213973
M06055	ZNF99_03	ZNF99	ZNF99	ENSG00000213973
M06056	ZNF99_04	ZNF99	ZNF99	ENSG00000213973
M06057	ZNF814_02	ZNF814	ZNF814	ENSG00000204514
M06058	ZNF253_01	ZNF253	ZNF253	ENSG00000256771
M06059	ZNF727_02	ZNF727	ZNF727	ENSG00000214652
M06060	ZNF729_08	ZNF729	ZNF729	ENSG00000196350
M06061	ZNF253_02	ZNF253	ZNF253	ENSG00000256771
M06062	ZNF623_01	ZNF623	ZNF623	ENSG00000183309
M06063	ZNF99_05	ZNF99	ZNF99	ENSG00000213973
M06064	ZNF729_09	ZNF729	ZNF729	ENSG00000196350
M06065	ZNF276_03	ZNF276	ZNF276	ENSG00000158805
M06066	ZNF264_02	ZNF264	ZNF264	ENSG00000083844
M06067	ZNF195_03	ZNF195	ZNF195	ENSG00000005801
M06068	ZNF716_01	ZNF716	ZNF716	ENSG00000182111
M06069	ZNF253_03	ZNF253	ZNF253	ENSG00000256771
M06070	ZNF732_02	ZNF732	ZNF732	ENSG00000186777
M06071	ZNF814_03	ZNF814	ZNF814	ENSG00000204514
M06072	ZNF623_02	ZNF623	ZNF623	ENSG00000183309
M06073	ZNF749_03	ZNF749	ZNF749	ENSG00000186230
M06074	ZNF732_03	ZNF732	ZNF732	ENSG00000186777
M06075	ZNF197_03	ZNF197	ZNF197	ENSG00000186448
M06076	ZNF814_04	ZNF814	ZNF814	ENSG00000204514
M06077	ZNF716_02	ZNF716	ZNF716	ENSG00000182111
M06078	ZNF878_03	ZNF878	ZNF878	ENSG00000257446
M06079	ZNF276_04	ZNF276	ZNF276	ENSG00000158805
M06080	ZNF99_06	ZNF99	ZNF99	ENSG00000213973
M06081	ZNF99_07	ZNF99	ZNF99	ENSG00000213973
M06082	ZNF716_03	ZNF716	ZNF716	ENSG00000182111
M06083	ZNF891_02	ZNF891	ZNF891	ENSG00000214029
M06084	ZNF208_07	ZNF208	ZNF208	ENSG00000160321
M06085	ZNF26_01	ZNF26	RNF141;ZNF26	ENSG00000110315;ENSG00000198393
M06086	ZNF17_01	ZNF17	ZNF17	ENSG00000186272
M06087	ZNF21_01	ZNF21	ZNF182	ENSG00000147118
M06088	ZNF21_02	ZNF21	ZNF182	ENSG00000147118
M06089	ZNF26_02	ZNF26	RNF141;ZNF26	ENSG00000110315;ENSG00000198393
M06090	ZNF325_01	ZNF325	ZNF12	ENSG00000164631
M06091	ZNF21_03	ZNF21	ZNF182	ENSG00000147118
M06092	ZNF28_01	ZNF28	ZFP28;ZNF28	ENSG00000196867;ENSG00000198538
M06093	ZNF17_02	ZNF17	ZNF17	ENSG00000186272
M06094	ZNF432_01	ZNF432	ZNF432	ENSG00000256087
M06095	ZFP37_01	Zfp37	ZFP37;ZNF37A	ENSG00000136866;ENSG00000075407
M06096	ZNF682_01	ZNF682	ZNF682	ENSG00000197124
M06097	ZNF14_01	ZNF14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M06098	ZNF708_01	ZNF708	ZNF708	ENSG00000182141
M06099	ZNF14_02	ZNF14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M06100	ZFP37_02	Zfp37	ZFP37;ZNF37A	ENSG00000136866;ENSG00000075407
M06101	ZNF17_03	ZNF17	ZNF17	ENSG00000186272
M06102	ZNF16_01	ZNF16	ZNF16	ENSG00000170631
M06103	ZNF325_02	ZNF325	ZNF12	ENSG00000164631
M06104	ZNF16_02	ZNF16	ZNF16	ENSG00000170631
M06105	ZNF705D_01	ZNF705D	ZNF705D	ENSG00000215343
M06106	ZNF14_03	ZNF14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M06107	ZNF43_01	ZNF43	ZNF43	ENSG00000198521
M06108	ZNF43_02	ZNF43	ZNF43	ENSG00000198521
M06109	ZNF254_01	ZNF254	ZNF254	ENSG00000213096
M06110	KOX1_01	Kox1	ZNF10	ENSG00000256223
M06111	ZNF254_02	ZNF254	ZNF254	ENSG00000213096
M06112	ZNF682_02	ZNF682	ZNF682	ENSG00000197124
M06113	ZNF325_03	ZNF325	ZNF12	ENSG00000164631
M06114	ZNF432_02	ZNF432	ZNF432	ENSG00000256087
M06115	ZNF28_02	ZNF28	ZFP28;ZNF28	ENSG00000196867;ENSG00000198538
M06116	ZNF28_03	ZNF28	ZFP28;ZNF28	ENSG00000196867;ENSG00000198538
M06117	ZNF23_01	ZNF23	ZNF23	ENSG00000167377
M06118	ZNF23_02	ZNF23	ZNF23	ENSG00000167377
M06119	ZNF254_03	ZNF254	ZNF254	ENSG00000213096
M06120	ZNF43_03	ZNF43	ZNF43	ENSG00000198521
M06121	ZNF22_01	ZNF22	ZNF22	ENSG00000165512
M06122	ZNF43_04	ZNF43	ZNF43	ENSG00000198521
M06123	ZNF324_01	ZNF324	ZNF324	ENSG00000083812
M06124	ZNF806_01	ZNF806	ZNF806	ENSG00000018607
M06125	ZNF823_01	ZNF823	ZNF823	ENSG00000197933
M06126	ZNF43_05	ZNF43	ZNF43	ENSG00000198521
M06127	HKR2_01	HKR2	ZSCAN22	ENSG00000182318
M06128	ZNF3_01	ZNF3	ZFP3;ZNF3	ENSG00000180787;ENSG00000166526
M06129	GLI4_01	GLI4	GLI4	ENSG00000250571
M06130	ZNF254_04	ZNF254	ZNF254	ENSG00000213096
M06131	KOX1_02	Kox1	ZNF10	ENSG00000256223
M06132	ZNF823_02	ZNF823	ZNF823	ENSG00000197933
M06133	ZNF17_04	ZNF17	ZNF17	ENSG00000186272
M06135	ZNF28_04	ZNF28	ZFP28;ZNF28	ENSG00000196867;ENSG00000198538
