Accession	ID	Name	TFs	EnsemblID
M09811	MITF_02	MITF	MITF	ENSG00000187098
M09812	MYC_06	MYC	MYC	ENSG00000136997
M09813	MYB_09	MYB	MYB	ENSG00000118513
M09814	MYCN_02	MYCN	MYCN	ENSG00000134323
M09815	NFIC_02	NFIC	NFIC	ENSG00000141905
M09816	NFYA_04	NFYA	NFYA	ENSG00000001167
M09817	PAX5_13	PAX5	PAX5	ENSG00000196092
M09818	PRDM1_07	PRDM1	PRDM1	ENSG00000057657
M09819	SOX10_08	SOX10	SOX10	ENSG00000100146
M09820	USF2_06	USF2	USF2	ENSG00000105698
M09821	ZBTB7A_04	ZBTB7A	ZBTB7A	ENSG00000178951
M09822	ZEB1_06	ZEB1	ZEB1	ENSG00000148516
M09825	SMARCC2_02	BAF170	SMARCC2	ENSG00000139613
M09826	BTEB3_02	BTEB3	KLF13	ENSG00000169926
M09827	CREB1_05	CREB1	CREB1	ENSG00000118260
M09828	CTCF_20	CTCF	CTCF	ENSG00000102974
M09832	RFX1_06	RFX1	RFX1	ENSG00000132005
M09833	RXRA_16	RXRALPHA	RXRA	ENSG00000186350
M09834	ZNF148_02	ZNF148	ZNF148	ENSG00000163848
M09835	ZNF189_04	ZNF189	ZNF189	ENSG00000136870
M09837	ZNF449_03	ZNF449	ZNF449	ENSG00000173275
M09839	ATF4_04	ATF4	ATF4	ENSG00000128272
M09843	GABPBETA_01	GABPBETA	GABPB1;GABPB2	ENSG00000104064;ENSG00000143458
M09846	MITF_03	MITF	MITF	ENSG00000187098
M09849	TIF2_01	TIF2	NCOA2	ENSG00000140396
M09855	FOXP1_05	FOXP1	FOXP1	ENSG00000114861
M09859	NF90_01	NF90	ILF3	ENSG00000129351
M09862	ZNF614_03	ZNF614	ZNF614	ENSG00000142556
M09863	AR_15	AR	AR	ENSG00000169083
M09864	ARNT_06	arnt	ARNT	ENSG00000143437
M09865	MASH1_02	MASH-1	ASCL1	ENSG00000139352
M09866	ATF1_07	ATF-1	ATF1	ENSG00000123268
M09867	ATF2_02	ATF-2	ATF2	ENSG00000115966
M09868	ATF3_07	ATF-3	ATF3	ENSG00000162772
M09869	ATF4_05	ATF-4	ATF4	ENSG00000128272
M09870	MATH1_01	MATH1	ATOH1	ENSG00000172238
M09871	BACH2_04	bach2	BACH2	ENSG00000112182
M09872	BATF3_03	batf3	BATF3	ENSG00000123685
M09873	BATF_06	B-ATF	BATF	ENSG00000156127
M09874	BCL6_05	BCL-6	BCL6	ENSG00000113916
M09875	BHLHA15_03	BHLHA15	BHLHA15	ENSG00000180535
M09876	DEC1_05	DEC1	BHLHE40	ENSG00000134107
M09877	BMAL1_02	BMAL1	ARNTL	ENSG00000133794
M09878	BRACH_03	Brachyury	T	ENSG00000164458
M09879	CDX2_05	Cdx-2	CDX2	ENSG00000165556
M09880	CEBPA_07	C/EBPalpha	CEBPA	ENSG00000245848
M09881	CEBPB_11	C/EBPbeta	CEBPB	ENSG00000172216
M09882	CEBPD_03	C/EBPdelta	CEBPD	ENSG00000221869
M09883	CEBPG_02	C/EBPgamma	CEBPG	ENSG00000153879
M09884	CLOCK_02	CLOCK	CLOCK	ENSG00000134852
M09885	EBF1_09	COE1	EBF1	ENSG00000164330
M09886	NR2F1_06	COUP-TF1	NR2F1	ENSG00000175745
M09887	CREB1_06	CREB1	CREB1	ENSG00000118260
M09888	CRX_07	Crx	CRX	ENSG00000105392
M09889	CTCFL_06	CTCFL	CTCFL	ENSG00000124092
M09890	CTCF_21	ctcf	CTCF	ENSG00000102974
M09891	DUX4_03	DUX4	DUX4	ENSG00000260596
M09892	E2F1_11	E2F-1	E2F1	ENSG00000101412
M09893	E2F3_07	E2F-3	E2F3	ENSG00000112242
M09894	E2F4_11	E2F-4	E2F4	ENSG00000205250
M09895	E2F6_04	E2F-6	E2F6	ENSG00000169016
M09896	E2F7_02	E2F-7	E2F7	ENSG00000165891
M09897	EGR1_22	Egr-1	EGR1	ENSG00000120738
M09898	EGR2_06	Egr-2	EGR2	ENSG00000122877
M09899	EHF_11	ehf	EHF	ENSG00000135373
M09900	ELF1_09	Elf-1	ELF1	ENSG00000120690
M09901	NERF_02	nerf	ELF2	ENSG00000109381
M09902	ESE1_03	ESE-1	ELF3	ENSG00000163435
M09903	ELF5_06	elf5	ELF5	ENSG00000135374
M09904	ELK1_10	Elk-1	ELK1	ENSG00000126767
M09905	ELK4_05	SAP-1	ELK4	ENSG00000158711
M09906	HIF2A_02	HIF2A	EPAS1	ENSG00000116016
M09907	ERG_08	Erg	ERG	ENSG00000157554
M09908	ESRRA_13	ERR1	ESRRA	ENSG00000173153
M09909	ESR1_07	ER-alpha	ESR1	ENSG00000091831
M09910	ESR2_04	ER-beta	ESR2	ENSG00000140009
M09911	ETS1_10	c-Ets-1	ETS1	ENSG00000134954
M09912	ETS2_03	c-Ets-2	ETS2	ENSG00000157557
M09913	ER81_04	ER81	ETV1	ENSG00000006468
M09914	ER71_03	ER71	ETV2	ENSG00000105672
M09915	PEA3_03	PEA3	ETV4	ENSG00000175832
M09916	ERM_03	Erm	ETV5	ENSG00000244405
M09917	EVX2_07	EVX2	EVX2	ENSG00000174279
M09918	PET1_03	Pet-1	FEV	ENSG00000163497
M09919	FEZF1_03	FEZF1	FEZF1	ENSG00000128610
M09920	FLI1_09	Fli-1	FLI1	ENSG00000151702
M09921	FOSB_02	FOSB	FOSB	ENSG00000125740
M09922	FOSL1_05	Fra-1	FOSL1	ENSG00000175592
M09923	FRA2_04	Fra-2	FOSL2	ENSG00000075426
M09924	FOS_11	c-Fos	FOS	ENSG00000170345
M09925	HNF3A_02	HNF-3alpha	FOXA1	ENSG00000129514
M09926	HNF3B_04	HNF-3beta	FOXA2	ENSG00000125798
M09927	HNF3G_01	HNF-3gamma	FOXA3	ENSG00000170608
M09928	FOXH1_03	FoxH1	FOXH1	ENSG00000160973
M09929	FOXK1_11	FOXK1	FOXK1	ENSG00000164916
M09930	FOXM1_05	foxm1	FOXM1	ENSG00000111206
M09931	FOXO1_09	FOXO1A	FOXO1	ENSG00000150907
M09932	FOXO3_06	FOXO3a	FOXO3	ENSG00000118689
M09933	FOXP1_06	FOXP1	FOXP1	ENSG00000114861
M09934	FOXP2_03	FOXP2	FOXP2	ENSG00000128573
M09935	GABPA_12	GABP-alpha	GABPA	ENSG00000154727
M09936	GATA1_15	GATA-1	GATA1	ENSG00000102145
M09937	GATA2_13	GATA-2	GATA2	ENSG00000179348
M09938	GATA3_14	GATA-3	GATA3	ENSG00000107485
M09939	GATA4_04	GATA-4	GATA4	ENSG00000136574
M09940	GATA6_10	GATA-6	GATA6	ENSG00000141448
M09941	GR_03	GR	NR3C1	ENSG00000113580
M09942	GFI1B_04	gfi1b	GFI1B	ENSG00000165702
M09943	GRHL2_02	GRHL2	GRHL2	ENSG00000083307
M09944	HIF1A_03	HIF-1alpha	HIF1A	ENSG00000100644
M09945	HNF1A_04	HNF-1alpha	HNF1A	ENSG00000135100
M09946	HNF1B_08	HNF-1beta	HNF1B	ENSG00000275410
M09947	HNF4A_13	HNF-4alpha	HNF4A	ENSG00000101076
M09948	HNF4GAMMA_02	HNF-4gamma	HNF4G	ENSG00000164749
M09949	HNF6_02	HNF-6	ONECUT1	ENSG00000169856
M09950	HSF1_05	HSF1	HSF1	ENSG00000185122
M09951	TCF12_10	HTF4	TCF12	ENSG00000140262
M09952	HOXA9_05	hoxa9	HOXA9	ENSG00000078399
M09953	HOXB13_05	HOXB13	HOXB13	ENSG00000159184
M09954	HOXB4_03	HOXB4	HOXB4	ENSG00000182742
M09955	HOXC9_04	HOXC9	HOXC9	ENSG00000180806
M09956	IRF1_07	IRF-1	IRF1	ENSG00000125347
M09957	IRF2_05	IRF-2	IRF2	ENSG00000168310
M09958	IRF3_09	IRF-3	IRF3	ENSG00000126456
M09959	IRF4_10	IRF-4	IRF4	ENSG00000137265
M09960	IRF8_02	IRF-8	IRF8	ENSG00000140968
M09961	ISL1_01	islet1	ISL1	ENSG00000016082
M09962	ITF2_02	ITF-2	TCF4	ENSG00000196628
M09963	JUNB_05	JunB	JUNB	ENSG00000171223
M09964	JUND_08	JunD	JUND	ENSG00000130522
M09965	JUN_06	c-Jun	JUN	ENSG00000177606
M09966	ZBTB33_07	Kaiso	ZBTB33	ENSG00000177485
M09967	AP2REP_02	AP-2rep	KLF12	ENSG00000118922
M09968	KLF15_01	KLF15	KLF15	ENSG00000163884
M09969	EKLF_01	EKLF	KLF1	ENSG00000105610
M09970	KLF3_01	KLF3	KLF3	ENSG00000109787
M09971	GKLF_04	GKLF	KLF4	ENSG00000136826
M09972	BTEB2_02	BTEB2	KLF5	ENSG00000102554
M09973	CPBP_03	CPBP	KLF6	ENSG00000067082
M09974	BTEB1_03	BTEB1	KLF9	ENSG00000119138
M09975	LEF1_08	LEF-1	LEF1	ENSG00000138795
M09976	LHX2_04	LHX2	LHX2	ENSG00000106689
M09977	LYL1_01	Lyl-1	LYL1	ENSG00000104903
M09978	MAFB_09	MafB	MAFB	ENSG00000204103
M09979	MAFF_08	MafF	MAFF	ENSG00000185022
M09980	MAFG_03	MafG	MAFG	ENSG00000197063
M09981	MAFK_12	MafK	MAFK	ENSG00000198517
M09982	CMAF_03	c-MAF	MAF	ENSG00000178573
M09983	MAX_16	Max	MAX	ENSG00000125952
M09984	MAZ_03	MAZ	MAZ	ENSG00000103495
M09985	MEF2A_08	Mef-2a	MEF2A	ENSG00000068305
M09986	MEF2C_07	MEF-2C	MEF2C	ENSG00000081189
M09987	MEF2D_02	MEF-2D	MEF2D	ENSG00000116604
M09988	MEIS1_07	meis1	MEIS1	ENSG00000143995
M09989	MITF_04	MITF	MITF	ENSG00000187098
M09990	MYB_10	c-Myb	MYB	ENSG00000118513
M09991	NMYC_03	N-Myc	MYCN	ENSG00000134323
M09992	MYC_07	c-Myc	MYC	ENSG00000136997
M09993	MYOD1_04	MyoD	MYOD1	ENSG00000129152
M09994	MYOGENIN_02	Myogenin	MYOG	ENSG00000122180
M09995	MZF1_07	MZF-1	MZF1	ENSG00000099326
M09996	NANOG_11	nanog	NANOG	ENSG00000111704
M09997	NEUROD_04	NeuroD	NEUROD1	ENSG00000162992
M09998	NEUROD2_02	NeuroD-2	NEUROD2	ENSG00000171532
M09999	NRF2_03	Nrf2	NFE2L2	ENSG00000116044
M10000	NFATC1_05	NFATc1	NFATC1	ENSG00000131196
M10001	NFE2_08	NF-E2p45	NFE2	ENSG00000123405
M10002	NF1C_03	NF-1C	NFIC	ENSG00000141905
M10003	NFKB1_06	NF-kappaB1	NFKB1	ENSG00000109320
M10004	NFKB2_02	NF-kappaB2	NFKB2	ENSG00000077150
M10005	NFYA_05	NF-YA	NFYA	ENSG00000001167
M10006	NFYC_01	NF-YC	NFYC	ENSG00000066136
M10007	TTF1_04	TTF-1	TTF1	ENSG00000125482
M10008	NKX25_08	CSX	NKX2-5	ENSG00000183072
M10009	NKX3A_03	NKX3A	NKX3-1	ENSG00000167034
M10010	NKX32_07	Nkx3-2	NKX3-2	ENSG00000109705
M10011	NKX61_09	NKX6A	NKX6-1	ENSG00000163623
M10012	REVERBALPHA_02	Rev-ErbAalpha	NR1D1	ENSG00000126368
M10013	LXRA_02	LXR-alpha	NR1H3	ENSG00000025434
M10014	FXR_02	FXR	NR1H4	ENSG00000012504
M10015	TR4_04	TR4	NR2C2	ENSG00000177463
M10016	NUR77_02	Nur77	NR4A1	ENSG00000123358
M10017	LRH1_02	LRH-1	NR5A2	ENSG00000116833
M10018	NRF1_08	NRF-1	NRF1	ENSG00000106459
M10019	OLIG2_03	OLIG2	OLIG2	ENSG00000205927
M10020	OSR2_07	OSR2	OSR2	ENSG00000164920
M10021	OTX2_05	Otx2	OTX2	ENSG00000165588
M10022	OZF_03	OZF	ZNF146	ENSG00000167635
M10023	P53_06	p53	TP53	ENSG00000141510
M10024	P63_03	p63	TP63	ENSG00000073282
M10025	P73_02	p73	TP73	ENSG00000078900
M10026	PATZ1_02	PATZ	PATZ1	ENSG00000100105
M10027	PAX5_14	Pax-5	PAX5	ENSG00000196092
M10028	PAX6_08	pax-6	PAX6	ENSG00000007372
M10029	PBX1_11	Pbx1	PBX1	ENSG00000185630
M10030	PBX3_06	PBX3	PBX3	ENSG00000167081
M10031	IPF1_07	ipf1	PDX1	ENSG00000139515
M10032	PREP1_02	PREP-1	PKNOX1	ENSG00000160199
M10033	POU2F1_04	POU2F1	POU2F1	ENSG00000143190
M10034	OCT2_04	Oct-2	POU2F2	ENSG00000028277
M10035	POU3F2_06	POU3F2	POU3F2	ENSG00000184486
M10036	POU5F1_11	Oct3	POU5F1	ENSG00000204531
M10037	PPARA_03	PPARalpha	PPARA	ENSG00000186951
M10038	PPARG_09	PPARgamma	PPARG	ENSG00000132170
M10039	PRDM14_03	PRDM14	PRDM14	ENSG00000147596
M10040	BLIMP1_08	Blimp-1	PRDM1	ENSG00000057657
M10041	PRDM6_02	PRDM6	PRDM6	ENSG00000061455
M10042	PR_03	PR	PGR;RB1	ENSG00000082175;ENSG00000139687
M10043	PTF1_01	PTF1	PTF1A	ENSG00000168267
M10044	RARA_11	NR1B1	RARA	ENSG00000131759
M10045	RARG_05	RAR-gamma	RARG	ENSG00000172819
M10046	CREL_02	c-Rel	REL	ENSG00000162924
M10047	REST_17	REST	REST	ENSG00000084093
M10048	RFX2_08	rfx2	RFX2	ENSG00000087903
M10049	RFX5_08	rfx5	RFX5	ENSG00000143390
M10050	RORA_07	RORalpha	RORA	ENSG00000069667
M10051	RORC_02	RORgamma	RORC	ENSG00000143365
M10052	AML1_03	AML1	RUNX1	ENSG00000159216
M10053	RUNX2_05	AML3	RUNX2	ENSG00000124813
M10054	AML2_03	AML2	RUNX3	ENSG00000020633
M10055	RXRA_18	RXR-alpha	RXRA	ENSG00000186350
M10056	DRRS_06	DRRS	SALL4	ENSG00000101115
M10057	SIX1_04	Six-1	SIX1	ENSG00000126778
M10058	SIX2_04	Six-2	SIX2	ENSG00000170577
M10059	SMAD2_02	Smad2	SMAD2	ENSG00000175387
M10060	SMAD3_04	Smad3	SMAD3	ENSG00000166949
M10061	SMAD4_07	Smad4	SMAD4	ENSG00000141646
M10062	SNF2L_01	SNF2L	SMARCA1	ENSG00000102038
M10063	SNF2H_01	SNF2H	SMARCA5	ENSG00000153147
M10064	SLUG_02	slug	SNAI2	ENSG00000019549
M10065	SOX10_09	Sox-10	SOX10	ENSG00000100146
M10066	SOX17_11	Sox-17	SOX17	ENSG00000164736
M10067	SOX2_08	Sox-2	SOX2	ENSG00000181449
M10068	SOX3_07	Sox-3	SOX3	ENSG00000134595
M10069	SOX4_05	Sox-4	SOX4	ENSG00000124766
M10070	SOX9_10	Sox-9	SOX9	ENSG00000125398
M10071	SP1_12	Sp1	SP1	ENSG00000185591
M10072	SP4_07	sp4	SP4	ENSG00000105866
M10073	SPI1_13	PU.1	SPI1	ENSG00000066336
M10074	SPIB_07	Spi-B	SPIB	ENSG00000269404
M10075	SREBP1_03	SREBP-1	SREBF1	ENSG00000072310
M10076	SRF_13	SRF	SRF	ENSG00000112658
M10077	STAT5A_07	STAT5A	STAT5A	ENSG00000126561
M10078	STAT5B_04	STAT5B	STAT5B	ENSG00000173757
M10079	STAT1_12	STAT1	STAT1	ENSG00000115415
M10080	STAT2_02	STAT2	STAT2	ENSG00000170581
M10081	STAT3_13	STAT3	STAT3	ENSG00000168610
M10082	STAT4_04	STAT4	STAT4	ENSG00000138378
M10083	STAT6_05	STAT6	STAT6	ENSG00000166888
M10084	SF1_01	SF-1	SF1	ENSG00000168066
M10085	RBPJK_03	RBPJK	RBPJ	ENSG00000168214
M10086	TAF1_08	TAFII250	TAF1	ENSG00000147133
M10087	TAL1_06	Tal-1	TAL1	ENSG00000162367
M10088	TBP_10	TBP	TBP	ENSG00000112592
M10089	TBET_03	T-bet	TBX21	ENSG00000073861
M10090	TBX3_05	Tbx3	TBX3	ENSG00000135111
M10091	TCF1_09	TCF-1	HNF1A;LEF1	ENSG00000135100;ENSG00000138795
M10092	TEF_09	TEF-1	TEAD1;TEF	ENSG00000187079;ENSG00000167074
M10093	TEF3_02	TEF-3	TEAD4	ENSG00000197905
M10094	RELA_08	RelA-p65	RELA	ENSG00000173039
M10095	TCF7L1_02	TCF-3	TCF3;TCF7L1	ENSG00000071564;ENSG00000152284
M10096	TCF4_07	TCF-4	TCF4	ENSG00000196628
M10097	AP4_03	AP-4	TFAP4	ENSG00000090447
M10098	TFDP1_03	DP-1	TFDP1	ENSG00000198176
M10099	E2A_04	E2A	TCF3	ENSG00000071564
M10100	TFEA_04	TFEA	TFE3	ENSG00000068323
M10101	TGIF_03	TGIF	TGIF1	ENSG00000177426
M10102	THAP11_01	THAP11	THAP11	ENSG00000168286
M10103	TWIST_02	TWIST	TWIST1	ENSG00000122691
M10104	YY1_14	YY1	YY1	ENSG00000100811
M10105	USF1_04	USF1	USF1	ENSG00000158773
M10106	VDR_04	VDR	VDR	ENSG00000111424
M10107	DB1_02	DB1	VEZF1	ENSG00000136451
M10108	WT1_03	WT1	WT1	ENSG00000184937
M10109	ZNF324_03	ZNF324	ZNF324	ENSG00000083812
M10110	TCF17_07	TCF17	ZNF354A	ENSG00000169131
M10111	ZF5_02	ZF5	ZBTB14	ENSG00000198081
M10112	MIZ1_01	Miz-1	ZBTB17	ENSG00000116809
M10113	RP58_03	RP58	ZNF513	ENSG00000163795
M10114	KR3_01	KR3	ZBTB48	ENSG00000204859
M10115	ZBTB7A_05	LRF	ZBTB7A	ENSG00000178951
M10116	ZID_03	ZID	ZBTB6	ENSG00000186130
M10117	ZEB1_07	ZEB1	ZEB1	ENSG00000148516
M10118	ZFP28_01	ZFP28	ZFP28;ZNF28	ENSG00000196867;ENSG00000198538
M10119	REX1_05	REX-1	ZFP42	ENSG00000179059
M10120	ZNF545_04	ZNF545	ZFP82	ENSG00000181007
M10121	ZFX_05	ZFX	ZFX	ENSG00000005889
M10122	ZIC3_08	ZIC3	ZIC3	ENSG00000156925
M10123	ZIM3_04	ZIM3	ZIM3	ENSG00000141946
M10124	ZKSCAN1_06	ZKSCAN1	ZKSCAN1	ENSG00000106261
M10125	ZNF121_03	ZNF121	ZNF121	ENSG00000197961
M10126	ZNF134_03	ZNF134	ZNF134	ENSG00000213762
M10127	ZNF136_04	znf136	ZNF136	ENSG00000196646
M10128	ZNF140_02	ZNF140	ZNF140	ENSG00000196387
M10129	STAF_07	Staf	ZNF143	ENSG00000166478
M10130	ZNF214_04	ZNF214	ZNF214	ENSG00000149050
M10131	ZNF647_06	ZNF647	ZNF250	ENSG00000196150
M10132	ZNF257_04	ZNF257	ZNF257	ENSG00000197134
M10133	ZNF260_03	ZNF260	ZNF260	ENSG00000254004
M10134	FPM315_02	FPM315	ZNF263	ENSG00000006194
M10135	ZNF264_03	ZNF264	ZNF264	ENSG00000083844
M10136	NRIF_02	NRIF	ZNF274	ENSG00000171606
M10137	ZFP281_02	ZBP99	ZNF281	ENSG00000162702
M10138	ZNF317_03	ZNF317	ZNF317	ENSG00000130803
M10139	ZNF320_03	ZNF320	ZNF320	ENSG00000182986
M10140	ZNF322A_02	ZNF322A	ZNF322	ENSG00000181315
M10141	ZNF329_04	ZNF329	ZNF329	ENSG00000181894
M10142	ZNF331_05	ZNF331	ZNF331	ENSG00000130844
M10143	ZNF335_03	ZNF335	ZNF335	ENSG00000198026
M10144	ZNF341_02	ZNF341	ZNF341	ENSG00000131061
M10145	ZBRK1_03	ZBRK1	ZNF350	ENSG00000256683
M10146	ZNF382_03	ZNF382	ZNF382	ENSG00000161298
M10147	ZNF394_04	ZNF394	ZNF394	ENSG00000160908
M10148	ZNF418_04	ZNF418	ZNF418	ENSG00000196724
M10149	ZNF436_03	ZNF436	ZNF436	ENSG00000125945
M10150	ZNF449_04	ZNF449	ZNF449	ENSG00000173275
M10151	EZI_07	EZI	ZNF467	ENSG00000181444
M10152	ZNF490_03	ZNF490	ZNF490	ENSG00000188033
M10153	ZNF502_05	ZNF502	ZNF502	ENSG00000196653
M10154	ZNF528_05	ZNF528	ZNF528	ENSG00000167555
M10155	ZNF547_03	ZNF547	ZNF547	ENSG00000152433
M10156	ZNF549_04	ZNF549	ZNF549	ENSG00000121406
M10157	ZNF554_02	ZNF554	ZNF554	ENSG00000172006
M10158	ZNF563_03	ZNF563	ZNF563	ENSG00000188868
M10159	ZNF582_03	ZNF582	ZNF582	ENSG00000018869
M10160	ZNF586_04	ZNF586	ZNF586	ENSG00000083828
M10161	ZNF667_05	ZNF667	ZNF667	ENSG00000198046
M10162	ZNF680_03	ZNF680	ZNF680	ENSG00000173041
M10163	ZNF708_04	ZNF708	ZNF708	ENSG00000182141
M10164	ZNF768_04	ZNF768	ZNF768	ENSG00000169957
M10165	ZNF770_03	ZNF770	ZNF770	ENSG00000198146
M10166	ZNF816A_05	ZNF816A	ZNF816	ENSG00000180257
M10167	ZNF18_03	ZNF18	ZNF18	ENSG00000154957
M10168	ZNF41_04	ZNF41	ZFP41;ZNF41	ENSG00000181638;ENSG00000147124
M10169	ZNF76_03	ZNF76	ZNF76	ENSG00000065029
M10170	ZNF85_04	ZNF85	ZNF85	ENSG00000105750
M10171	ZNF8_02	znf8	ZNF8	ENSG00000278129
M10172	HKR2_02	HKR2	ZSCAN22	ENSG00000182318
M10173	ZNF323_02	ZNF323	ZSCAN31	ENSG00000235109
M10174	AR_16	AR	AR	ENSG00000169083
M10175	TFAP2A_12	AP-2alpha	TFAP2A	ENSG00000137203
M10176	AP2GAMMA_02	AP-2gamma	TFAP2C	ENSG00000087510
M10177	MASH1_03	MASH-1	ASCL1	ENSG00000139352
M10178	ASCL2_06	Ascl2	ASCL2	ENSG00000183734
M10179	ATF2_03	ATF-2	ATF2	ENSG00000115966
M10180	ATF3_08	ATF-3	ATF3	ENSG00000162772
M10181	ATF4_06	ATF-4	ATF4	ENSG00000128272
M10182	MATH1_02	MATH1	ATOH1	ENSG00000172238
M10183	BACH2_05	bach2	BACH2	ENSG00000112182
M10184	BARX1_05	Barx1	BARX1	ENSG00000131668
M10185	BATF3_04	batf3	BATF3	ENSG00000123685
M10186	BATF_07	B-ATF	BATF	ENSG00000156127
M10187	BCL6_06	BCL-6	BCL6	ENSG00000113916
M10188	BHLHA15_04	Bhlha15	BHLHA15	ENSG00000180535
M10189	DEC1_06	DEC1	BHLHE40	ENSG00000134107
M10190	BMAL1_03	BMAL1	ARNTL	ENSG00000133794
M10191	BRACH_04	Brachyury	T	ENSG00000164458
M10192	CDX2_06	Cdx-2	CDX2	ENSG00000165556
M10193	CDX4_02	Cdx-4	CDX4	ENSG00000131264
M10194	CEBPA_08	C/EBPalpha	CEBPA	ENSG00000245848
M10195	CEBPB_12	C/EBPbeta	CEBPB	ENSG00000172216
M10196	CEBPG_03	C/EBPgamma	CEBPG	ENSG00000153879
M10197	CLOCK_03	Clock	CLOCK	ENSG00000134852
M10198	EBF1_10	COE1	EBF1	ENSG00000164330
M10199	COUPTF2_02	COUP-TF2	NR2F2	ENSG00000185551
M10200	CREB1_07	CREB1	CREB1	ENSG00000118260
M10201	CRX_08	Crx	CRX	ENSG00000105392
M10202	CTCFL_07	Ctcfl	CTCFL	ENSG00000124092
M10203	CTCF_22	ctcf	CTCF	ENSG00000102974
M10204	CUTL2_01	CUTL2	CUX2	ENSG00000111249
M10205	CHOP10_02	CHOP-10	DDIT3	ENSG00000175197
M10206	DLX5_04	Dlx-5	DLX5	ENSG00000105880
M10207	DMRT1_02	DMRT1	DMRT1	ENSG00000137090
M10208	DMRT6_01	Dmrt6	DMRTB1	ENSG00000143006
M10209	E2F1_12	E2F-1	E2F1	ENSG00000101412
M10210	E2F3_08	E2F-3	E2F3	ENSG00000112242
M10211	E2F4_12	E2F-4	E2F4	ENSG00000205250
M10212	E2F7_03	E2F-7	E2F7	ENSG00000165891
M10213	EGR1_23	Egr-1	EGR1	ENSG00000120738
M10214	EGR2_07	Egr-2	EGR2	ENSG00000122877
M10215	EHF_12	ehf	EHF	ENSG00000135373
M10216	ELF1_10	Elf-1	ELF1	ENSG00000120690
M10217	ESE1_04	ESE-1	ELF3	ENSG00000163435
M10218	ELF5_07	elf5	ELF5	ENSG00000135374
M10219	ELK1_11	Elk-1	ELK1	ENSG00000126767
M10221	HIF2A_03	HIF2A	EPAS1	ENSG00000116016
M10222	ERG_09	Erg	ERG	ENSG00000157554
M10223	ESRRA_14	ERR1	ESRRA	ENSG00000173153
M10224	ERR2_02	ERR2	ESRRB	ENSG00000119715
M10225	ERR3_01	ERR3	ESRRG	ENSG00000196482
M10226	ESR1_08	ER-alpha	ESR1	ENSG00000091831
M10227	ESR2_05	ER-beta	ESR2	ENSG00000140009
M10228	ETS1_11	c-Ets-1	ETS1	ENSG00000134954
M10229	ETS2_04	c-Ets-2	ETS2	ENSG00000157557
M10230	ER71_04	ER71	ETV2	ENSG00000105672
M10231	TEL1_03	TEL1	ATM	ENSG00000149311
M10232	EVX2_08	Evx2	EVX2	ENSG00000174279
M10233	PET1_04	Pet-1	FEV	ENSG00000163497
M10234	FLI1_10	Fli-1	FLI1	ENSG00000151702
M10235	FOSB_03	FOSB	FOSB	ENSG00000125740
M10236	FOSL1_06	Fra-1	FOSL1	ENSG00000175592
M10237	FRA2_05	Fra-2	FOSL2	ENSG00000075426
M10238	FOS_12	c-Fos	FOS	ENSG00000170345
M10239	HNF3A_03	HNF-3alpha	FOXA1	ENSG00000129514
M10240	HNF3B_05	HNF-3beta	FOXA2	ENSG00000125798
M10241	HNF3G_02	HNF-3gamma	FOXA3	ENSG00000170608
M10242	FOXD3_06	HFH2	FOXD3	ENSG00000187140
M10243	FOXK1_12	FOXK1	FOXK1	ENSG00000164916
M10244	FOXL2_01	foxl2	FOXL2	ENSG00000183770
M10245	FOXO1_10	FOXO1A	FOXO1	ENSG00000150907
M10246	FOXO3_07	FOXO3a	FOXO3	ENSG00000118689
M10247	GABPA_13	GABP-alpha	GABPA	ENSG00000154727
M10248	GATA1_16	GATA-1	GATA1	ENSG00000102145
M10249	GATA2_14	GATA-2	GATA2	ENSG00000179348
M10250	GATA3_15	GATA-3	GATA3	ENSG00000107485
M10251	GATA4_05	GATA-4	GATA4	ENSG00000136574
M10252	GATA6_11	GATA-6	GATA6	ENSG00000141448
M10253	GFI1B_05	gfi1b	GFI1B	ENSG00000165702
M10254	GLI1_02	GLI	GLI1	ENSG00000111087
M10255	GRHL2_03	Grhl2	GRHL2	ENSG00000083307
M10256	EHAND_01	EHAND	HAND1	ENSG00000113196
M10257	HIF1A_04	HIF-1alpha	HIF1A	ENSG00000100644
M10258	HLF_05	Hlf	HLF	ENSG00000108924
M10259	HNF1B_09	HNF-1beta	HNF1B	ENSG00000275410
M10260	HNF4A_14	HNF-4alpha	HNF4A	ENSG00000101076
M10261	HNF4GAMMA_03	HNF-4gamma	HNF4G	ENSG00000164749
M10262	HNF6_03	HNF-6	ONECUT1	ENSG00000169856
M10263	HSF1_06	HSF1	HSF1	ENSG00000185122
M10264	TCF12_11	HTF4	TCF12	ENSG00000140262
M10265	HOXA9_06	hoxa9	HOXA9	ENSG00000078399
M10266	HOXB4_04	HOXB4	HOXB4	ENSG00000182742
M10267	IRF1_08	IRF-1	IRF1	ENSG00000125347
M10268	IRF2_06	IRF-2	IRF2	ENSG00000168310
M10269	IRF3_10	IRF-3	IRF3	ENSG00000126456
M10270	IRF4_11	IRF-4	IRF4	ENSG00000137265
M10271	IRF8_03	IRF-8	IRF8	ENSG00000140968
M10272	ISL1_02	islet1	ISL1	ENSG00000016082
M10273	JUNB_06	JunB	JUNB	ENSG00000171223
M10274	JUND_09	JunD	JUND	ENSG00000130522
M10275	JUN_07	c-Jun	JUN	ENSG00000177606
